loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_prncp,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,il_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,target,emp_length_anos,mths_since_last_delinq_missing,mths_since_last_record_missing,mths_since_recent_bc_dlq_missing,mths_since_recent_revol_delinq_missing,mths_since_last_major_derog_missing,emp_length_missing,era_pre_2012
16000.0,16000.0,36.0,13.66,544.21,c,c3,rent,90000.0,verified,2015-01-01,Fully Paid,debt_consolidation,14.36,0.0,2010-04-01,670.0,674.0,3.0,999.0,999.0,9.0,0.0,8397.0,11.0,22.0,w,16000.0,0.0,999.0,individual,,,,0.0,9510.0,34057.0,,76300.0,9.0,3784.0,63337.0,9.9,0.0,0.0,33.0,57.0,3.0,3.0,0.0,3.0,999.0,2.0,999.0,0.0,4.0,5.0,6.0,15.0,4.0,7.0,18.0,5.0,9.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,106330.0,34057.0,70300.0,30030.0,0,1.0,1,1,1,1,1,0,0
2700.0,2700.0,36.0,12.39,90.19,c,c1,mortgage,44000.0,verified,2014-11-01,Fully Paid,credit_card,11.27,0.0,2002-05-01,685.0,689.0,2.0,999.0,999.0,12.0,0.0,6558.0,51.2,19.0,w,2700.0,0.0,999.0,individual,,,,0.0,0.0,208806.0,,12800.0,4.0,17401.0,1538.0,72.0,0.0,0.0,87.0,150.0,3.0,3.0,1.0,3.0,999.0,1.0,999.0,0.0,2.0,5.0,2.0,2.0,13.0,5.0,5.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,219350.0,28079.0,5500.0,25000.0,0,3.0,1,1,1,1,1,0,0
5500.0,5500.0,36.0,9.17,175.34,b,b2,mortgage,30000.0,not verified,2015-10-01,Fully Paid,credit_card,34.6,1.0,1988-04-01,695.0,699.0,0.0,23.0,999.0,13.0,0.0,8178.0,40.1,19.0,f,5500.0,1.0,999.0,individual,,,,0.0,66.0,74734.0,,20400.0,3.0,9342.0,8822.0,48.1,0.0,0.0,126.0,330.0,5.0,5.0,2.0,5.0,23.0,12.0,23.0,0.0,4.0,4.0,5.0,6.0,2.0,10.0,14.0,4.0,13.0,0.0,0.0,0.0,2.0,84.2,40.0,0.0,0.0,108409.0,25619.0,17000.0,19553.0,0,1.0,0,1,0,0,1,0,0
30375.0,30375.0,36.0,20.99,1144.23,e,e4,mortgage,99500.0,verified,2014-11-01,Fully Paid,debt_consolidation,19.51,1.0,1996-10-01,660.0,664.0,1.0,16.0,999.0,35.0,0.0,30945.0,35.1,43.0,f,30375.0,0.0,999.0,individual,,,,0.0,0.0,225674.0,,88200.0,11.0,6839.0,28068.0,49.2,0.0,0.0,216.0,99.0,0.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0,13.0,21.0,15.0,16.0,9.0,31.0,33.0,21.0,35.0,0.0,0.0,0.0,5.0,97.7,20.0,0.0,0.0,307587.0,60543.0,55200.0,42746.0,0,6.0,0,1,0,0,1,0,0
7000.0,7000.0,36.0,14.65,241.46,c,c5,mortgage,69000.0,verified,2015-07-01,Charged Off,credit_card,5.44,1.0,1997-12-01,660.0,664.0,4.0,2.0,999.0,10.0,0.0,3438.0,64.9,17.0,f,1824.7,0.0,2.0,individual,,,,0.0,0.0,78864.0,,5300.0,6.0,8763.0,1411.0,62.9,0.0,0.0,108.0,73.0,5.0,5.0,1.0,5.0,999.0,0.0,999.0,3.0,3.0,4.0,3.0,3.0,9.0,6.0,7.0,4.0,10.0,0.0,0.0,1.0,3.0,70.6,0.0,0.0,0.0,103526.0,24134.0,3800.0,23440.0,1,10.0,0,1,1,1,0,0,0
8000.0,8000.0,36.0,9.67,256.9,b,b1,rent,49500.0,verified,2013-12-01,Fully Paid,debt_consolidation,14.69,1.0,2000-11-01,685.0,689.0,0.0,14.0,999.0,17.0,0.0,6635.0,46.7,32.0,f,8000.0,0.0,999.0,individual,,,,0.0,1060.0,56055.0,,14200.0,2.0,3503.0,1078.0,85.4,0.0,0.0,115.0,157.0,18.0,18.0,0.0,18.0,14.0,17.0,14.0,0.0,1.0,2.0,1.0,5.0,13.0,5.0,18.0,2.0,17.0,0.0,0.0,0.0,0.0,90.6,100.0,0.0,0.0,62944.0,56055.0,7400.0,48744.0,0,2.0,0,1,0,0,1,0,0
10000.0,10000.0,36.0,16.99,356.48,d,d3,mortgage,46000.0,not verified,2014-08-01,Fully Paid,debt_consolidation,6.15,0.0,2007-10-01,675.0,679.0,0.0,999.0,999.0,6.0,0.0,8535.0,66.7,15.0,w,10000.0,0.0,999.0,individual,,,,0.0,0.0,10056.0,,12800.0,1.0,1676.0,565.0,93.8,0.0,0.0,,82.0,11.0,11.0,0.0,37.0,999.0,6.0,999.0,0.0,3.0,3.0,3.0,6.0,0.0,5.0,14.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,14921.0,10056.0,9100.0,0.0,0,1.0,1,1,1,1,1,0,0
28000.0,28000.0,36.0,14.3,961.06,c,c1,rent,200000.0,verified,2013-09-01,Fully Paid,debt_consolidation,17.39,0.0,1998-04-01,705.0,709.0,2.0,999.0,999.0,12.0,0.0,36994.0,68.5,27.0,w,28000.0,0.0,999.0,individual,,,,0.0,0.0,65798.0,,54000.0,1.0,8225.0,16506.0,69.1,0.0,0.0,188.0,157.0,16.0,16.0,0.0,63.0,999.0,2.0,999.0,0.0,4.0,4.0,5.0,9.0,9.0,8.0,15.0,4.0,12.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,116646.0,65798.0,53500.0,46816.0,0,4.0,1,1,1,1,1,0,0
10000.0,10000.0,60.0,18.49,256.61,d,d2,rent,92000.0,verified,2012-09-01,Charged Off,debt_consolidation,13.44,0.0,1996-12-01,685.0,689.0,2.0,999.0,999.0,10.0,0.0,38790.0,61.9,15.0,f,980.82,0.0,999.0,individual,,,,0.0,0.0,45933.0,,62644.0,5.0,5104.0,19294.0,66.5,0.0,0.0,,192.0,5.0,2.0,0.0,5.0,999.0,2.0,999.0,0.0,3.0,4.0,5.0,9.0,0.0,8.0,13.0,4.0,10.0,0.0,0.0,0.0,5.0,100.0,40.0,0.0,0.0,69787.0,45933.0,57644.0,0.0,1,4.0,1,1,1,1,1,0,0
4500.0,4500.0,36.0,15.88,157.95,c,c4,rent,53000.0,not verified,2013-08-01,Fully Paid,credit_card,16.47,0.0,2002-01-01,670.0,674.0,1.0,999.0,101.0,12.0,1.0,4612.0,53.0,20.0,f,4500.0,0.0,999.0,individual,,,,0.0,0.0,21781.0,,8700.0,6.0,1815.0,1485.0,73.0,0.0,0.0,70.0,140.0,3.0,3.0,1.0,3.0,999.0,3.0,999.0,0.0,6.0,8.0,6.0,8.0,4.0,10.0,15.0,8.0,12.0,0.0,0.0,0.0,1.0,100.0,33.3,1.0,0.0,34185.0,21781.0,5500.0,25485.0,0,3.0,1,0,1,1,1,0,0
5525.0,5525.0,36.0,14.65,190.59,c,c2,rent,85000.0,not verified,2012-05-01,Fully Paid,other,9.35,0.0,1988-07-01,665.0,669.0,0.0,999.0,94.0,6.0,1.0,8416.0,87.7,13.0,f,5525.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,2.0,-1.0,435.0,94.7,0.0,0.0,,-1.0,-1.0,-1.0,0.0,51.0,999.0,16.0,999.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,100.0,1.0,0.0,-1.0,32398.0,8200.0,-1.0,0,4.0,1,0,1,1,1,0,1
5000.0,5000.0,36.0,15.8,175.3,c,c3,mortgage,220000.0,verified,2012-08-01,Fully Paid,medical,11.95,1.0,1998-08-01,665.0,669.0,2.0,21.0,999.0,11.0,0.0,7996.0,82.4,32.0,f,5000.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,5.0,-1.0,4.0,99.9,0.0,0.0,,-1.0,-1.0,-1.0,2.0,9.0,999.0,0.0,21.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,,-1.0,-1.0,-1.0,-1.0,100.0,0.0,0.0,-1.0,35594.0,8000.0,-1.0,0,10.0,0,1,1,0,1,0,1
25000.0,25000.0,36.0,14.3,858.09,c,c1,mortgage,66000.0,verified,2013-11-01,Charged Off,debt_consolidation,30.7,0.0,1992-12-01,695.0,699.0,0.0,75.0,999.0,17.0,0.0,11314.0,45.1,31.0,f,23314.1,0.0,999.0,individual,,,,0.0,0.0,70904.0,,25100.0,7.0,4432.0,5075.0,48.7,0.0,0.0,85.0,178.0,12.0,12.0,4.0,12.0,999.0,9.0,999.0,0.0,6.0,11.0,8.0,13.0,5.0,14.0,21.0,11.0,17.0,0.0,0.0,0.0,2.0,96.8,25.0,0.0,0.0,97540.0,70904.0,9900.0,72440.0,1,-1.0,0,1,1,1,1,1,0
5600.0,5600.0,36.0,13.99,191.37,c,c4,rent,25000.0,verified,2015-08-01,Charged Off,debt_consolidation,25.2,0.0,1993-06-01,660.0,664.0,0.0,999.0,50.0,11.0,2.0,4711.0,54.1,32.0,w,2821.49,0.0,999.0,individual,,,,0.0,0.0,19348.0,,8700.0,6.0,1935.0,0.0,100.3,0.0,0.0,158.0,266.0,6.0,6.0,3.0,32.0,999.0,8.0,999.0,0.0,2.0,5.0,2.0,7.0,5.0,9.0,23.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,100.0,2.0,0.0,27496.0,19348.0,2700.0,18569.0,1,-1.0,1,0,1,1,1,1,0
23350.0,23350.0,60.0,11.55,514.12,b,b3,mortgage,65000.0,verified,2013-07-01,Fully Paid,debt_consolidation,25.62,0.0,1991-12-01,725.0,729.0,1.0,999.0,999.0,23.0,0.0,13227.0,25.1,52.0,f,23350.0,0.0,999.0,individual,,,,0.0,232.0,277417.0,,52700.0,5.0,12062.0,28477.0,31.7,0.0,0.0,262.0,215.0,4.0,4.0,4.0,4.0,999.0,4.0,999.0,0.0,6.0,7.0,10.0,14.0,31.0,12.0,16.0,7.0,23.0,0.0,0.0,0.0,3.0,100.0,10.0,0.0,0.0,296855.0,175069.0,41700.0,130445.0,0,4.0,1,1,1,1,1,0,0
9175.0,9175.0,36.0,17.27,328.35,c,c5,rent,104000.0,source verified,2012-08-01,Fully Paid,debt_consolidation,11.34,0.0,2006-06-01,670.0,674.0,1.0,999.0,999.0,8.0,0.0,2328.0,61.3,13.0,f,9175.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,4.0,-1.0,803.0,63.5,0.0,0.0,,-1.0,-1.0,-1.0,0.0,20.0,999.0,6.0,999.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,,-1.0,-1.0,-1.0,-1.0,50.0,0.0,0.0,-1.0,22983.0,2200.0,-1.0,0,4.0,1,1,1,1,1,0,1
12000.0,12000.0,36.0,5.32,361.38,a,a1,mortgage,44000.0,not verified,2015-12-01,Fully Paid,debt_consolidation,20.15,0.0,1989-06-01,720.0,724.0,0.0,38.0,999.0,18.0,0.0,28250.0,35.4,27.0,w,12000.0,0.0,999.0,individual,,,,0.0,0.0,35067.0,,79900.0,5.0,2338.0,44530.0,38.6,0.0,0.0,55.0,317.0,12.0,12.0,0.0,22.0,38.0,,38.0,0.0,10.0,11.0,13.0,17.0,3.0,17.0,24.0,11.0,18.0,0.0,0.0,0.0,1.0,96.3,0.0,0.0,0.0,90900.0,35067.0,72500.0,11000.0,0,1.0,0,1,0,0,1,0,0
10450.0,10450.0,36.0,12.05,347.34,c,c1,rent,26000.0,verified,2015-11-01,Charged Off,credit_card,31.95,0.0,1996-08-01,695.0,699.0,1.0,999.0,999.0,4.0,0.0,24995.0,81.4,5.0,f,3348.29,0.0,999.0,individual,,,,0.0,0.0,24995.0,,30700.0,1.0,8332.0,5705.0,81.4,0.0,0.0,,231.0,6.0,6.0,0.0,6.0,999.0,6.0,999.0,0.0,3.0,3.0,3.0,4.0,0.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,30700.0,24995.0,30700.0,0.0,1,-1.0,1,1,1,1,1,1,0
20000.0,20000.0,36.0,5.32,602.3,a,a1,mortgage,75000.0,not verified,2015-12-01,Fully Paid,home_improvement,21.02,0.0,2002-06-01,775.0,779.0,0.0,999.0,999.0,10.0,0.0,22631.0,27.5,14.0,w,20000.0,0.0,999.0,individual,,,,0.0,0.0,36778.0,42.0,82200.0,2.0,3678.0,31649.0,35.0,0.0,0.0,128.0,162.0,10.0,10.0,0.0,100.0,999.0,1.0,999.0,0.0,3.0,4.0,5.0,5.0,5.0,8.0,9.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,115566.0,36778.0,48700.0,33366.0,0,9.0,1,1,1,1,1,0,0
8000.0,8000.0,36.0,13.35,270.91,c,c2,mortgage,79000.0,not verified,2014-08-01,Charged Off,debt_consolidation,15.28,1.0,2005-04-01,680.0,684.0,1.0,22.0,999.0,10.0,0.0,3794.0,28.7,16.0,w,3998.23,0.0,22.0,individual,,,,0.0,0.0,159804.0,,13200.0,6.0,15980.0,4640.0,33.7,0.0,0.0,112.0,71.0,1.0,1.0,2.0,1.0,999.0,1.0,22.0,1.0,2.0,4.0,2.0,3.0,5.0,6.0,9.0,4.0,10.0,0.0,0.0,1.0,2.0,93.7,0.0,0.0,0.0,182815.0,47579.0,7000.0,48843.0,1,2.0,0,1,1,0,0,0,0
17475.0,17475.0,36.0,13.05,589.23,b,b5,mortgage,100000.0,verified,2013-07-01,Fully Paid,small_business,12.32,0.0,1996-11-01,715.0,719.0,0.0,999.0,104.0,7.0,1.0,4765.0,42.2,19.0,f,17475.0,0.0,999.0,individual,,,,0.0,60.0,235487.0,,11300.0,4.0,39248.0,3335.0,51.0,0.0,0.0,107.0,203.0,9.0,9.0,4.0,15.0,999.0,9.0,999.0,0.0,2.0,3.0,2.0,3.0,8.0,4.0,7.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,263332.0,32867.0,6800.0,47782.0,0,10.0,1,0,1,1,1,0,0
21000.0,21000.0,36.0,12.12,698.71,b,b3,mortgage,120000.0,verified,2013-02-01,Fully Paid,credit_card,24.92,0.0,1999-12-01,690.0,694.0,1.0,999.0,999.0,14.0,0.0,16896.0,52.0,30.0,f,21000.0,0.0,999.0,individual,,,,0.0,0.0,396277.0,,32500.0,7.0,28306.0,3706.0,80.5,0.0,0.0,150.0,159.0,4.0,4.0,4.0,4.0,999.0,1.0,999.0,0.0,4.0,6.0,5.0,8.0,14.0,8.0,12.0,6.0,14.0,0.0,0.0,0.0,6.0,100.0,40.0,0.0,0.0,458073.0,102159.0,19000.0,121779.0,0,10.0,1,1,1,1,1,0,0
10000.0,10000.0,36.0,15.8,350.59,c,c3,own,38000.0,not verified,2013-04-01,Fully Paid,car,15.63,0.0,2000-10-01,665.0,669.0,0.0,999.0,999.0,7.0,0.0,13292.0,86.3,16.0,f,10000.0,0.0,999.0,individual,,,,0.0,0.0,25976.0,,15400.0,5.0,3711.0,1306.0,90.9,0.0,0.0,152.0,86.0,1.0,1.0,0.0,1.0,999.0,,999.0,0.0,4.0,5.0,4.0,8.0,7.0,5.0,9.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,32309.0,25976.0,14400.0,16909.0,0,3.0,1,1,1,1,1,0,0
6000.0,6000.0,36.0,14.31,205.98,c,c4,rent,54000.0,verified,2014-11-01,Fully Paid,debt_consolidation,7.96,0.0,2008-03-01,665.0,669.0,2.0,999.0,999.0,5.0,0.0,8852.0,90.3,9.0,f,6000.0,0.0,999.0,individual,,,,0.0,0.0,8852.0,,9800.0,2.0,1770.0,114.0,98.2,0.0,0.0,71.0,79.0,17.0,17.0,0.0,29.0,999.0,0.0,999.0,0.0,3.0,5.0,3.0,4.0,1.0,5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,9800.0,8852.0,6400.0,0.0,0,6.0,1,1,1,1,1,0,0
6800.0,6800.0,36.0,9.49,217.8,b,b2,mortgage,155000.0,source verified,2014-12-01,Fully Paid,debt_consolidation,9.43,0.0,1991-07-01,700.0,704.0,0.0,81.0,999.0,7.0,0.0,49917.0,100.8,11.0,f,6800.0,0.0,999.0,individual,,,,0.0,0.0,1303183.0,,49500.0,0.0,186169.0,0.0,100.8,0.0,0.0,157.0,280.0,53.0,53.0,4.0,53.0,999.0,,999.0,0.0,3.0,3.0,4.0,5.0,1.0,4.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,90.9,75.0,0.0,0.0,1457860.0,49917.0,49500.0,0.0,0,2.0,0,1,1,1,1,0,0
25150.0,25150.0,36.0,15.61,879.37,c,c5,mortgage,70000.0,verified,2014-04-01,Fully Paid,other,13.2,2.0,1993-07-01,705.0,709.0,3.0,4.0,94.0,24.0,1.0,5662.0,7.8,36.0,f,25150.0,0.0,999.0,individual,,,,0.0,73.0,33776.0,,73000.0,7.0,1535.0,34953.0,13.5,0.0,0.0,157.0,248.0,1.0,1.0,1.0,1.0,19.0,2.0,19.0,0.0,4.0,6.0,8.0,12.0,5.0,20.0,30.0,6.0,24.0,0.0,0.0,0.0,5.0,91.4,0.0,0.0,1.0,140831.0,25808.0,40400.0,23040.0,0,10.0,0,0,0,0,1,0,0
18400.0,18400.0,36.0,15.8,645.08,c,c3,rent,54000.0,source verified,2013-01-01,Charged Off,debt_consolidation,26.85,0.0,1999-10-01,680.0,684.0,1.0,999.0,999.0,11.0,0.0,10320.0,50.3,24.0,f,10194.23,0.0,999.0,individual,,,,0.0,0.0,66760.0,,20500.0,10.0,6069.0,6061.0,42.3,0.0,0.0,161.0,63.0,4.0,3.0,0.0,4.0,999.0,4.0,999.0,0.0,3.0,6.0,4.0,4.0,15.0,7.0,9.0,6.0,11.0,0.0,0.0,0.0,5.0,100.0,25.0,0.0,0.0,82024.0,66760.0,10500.0,61524.0,1,7.0,1,1,1,1,1,0,0
35000.0,35000.0,36.0,18.55,1275.02,e,e2,own,135000.0,verified,2015-07-01,Charged Off,debt_consolidation,36.52,0.0,2003-02-01,670.0,674.0,1.0,999.0,999.0,15.0,0.0,122174.0,53.0,24.0,f,16985.32,0.0,999.0,individual,,,,0.0,0.0,264721.0,,230000.0,6.0,17648.0,18167.0,53.0,0.0,0.0,83.0,149.0,11.0,11.0,0.0,11.0,999.0,1.0,999.0,0.0,12.0,13.0,18.0,18.0,2.0,13.0,19.0,10.0,15.0,,0.0,0.0,2.0,100.0,50.0,0.0,0.0,389260.0,264721.0,218000.0,139233.0,1,3.0,1,1,1,1,1,0,0
14400.0,14400.0,36.0,12.99,485.13,b,b5,rent,81000.0,source verified,2014-03-01,Fully Paid,debt_consolidation,23.7,0.0,1999-06-01,670.0,674.0,1.0,37.0,999.0,10.0,0.0,26844.0,90.4,25.0,f,14400.0,0.0,42.0,individual,,,,0.0,0.0,213220.0,,29700.0,3.0,21322.0,3008.0,69.0,0.0,0.0,136.0,176.0,6.0,3.0,4.0,30.0,999.0,6.0,37.0,1.0,2.0,7.0,2.0,5.0,7.0,7.0,14.0,7.0,10.0,0.0,0.0,0.0,2.0,92.0,50.0,0.0,0.0,226350.0,55381.0,9700.0,30950.0,0,10.0,0,1,1,0,0,0,0
7500.0,7500.0,36.0,12.69,251.59,c,c2,mortgage,39500.0,source verified,2015-07-01,Fully Paid,debt_consolidation,24.61,0.0,1989-05-01,685.0,689.0,1.0,24.0,999.0,9.0,0.0,14204.0,78.9,29.0,f,7500.0,0.0,24.0,individual,,,,0.0,0.0,148260.0,,18000.0,4.0,16473.0,1945.0,25.2,0.0,0.0,149.0,314.0,1.0,1.0,3.0,12.0,66.0,1.0,38.0,6.0,1.0,5.0,1.0,5.0,12.0,6.0,14.0,5.0,9.0,0.0,0.0,0.0,4.0,72.4,0.0,0.0,0.0,192913.0,22321.0,2600.0,18266.0,0,8.0,0,1,0,0,0,0,0
28000.0,28000.0,36.0,9.17,892.61,b,b1,rent,64000.0,source verified,2014-07-01,Fully Paid,debt_consolidation,16.18,0.0,2000-08-01,735.0,739.0,0.0,999.0,999.0,5.0,0.0,18376.0,66.3,15.0,f,28000.0,0.0,999.0,individual,,,,0.0,0.0,24995.0,,27700.0,0.0,4999.0,9224.0,66.6,0.0,0.0,133.0,167.0,39.0,39.0,0.0,39.0,999.0,23.0,999.0,0.0,2.0,2.0,3.0,7.0,3.0,4.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,50725.0,24995.0,27600.0,23025.0,0,4.0,1,1,1,1,1,0,0
7000.0,7000.0,36.0,14.99,242.63,c,c5,own,40892.0,source verified,2014-07-01,Fully Paid,credit_card,17.2,1.0,1998-07-01,685.0,689.0,4.0,22.0,999.0,9.0,0.0,5832.0,49.4,29.0,f,7000.0,1.0,22.0,individual,,,,0.0,0.0,19896.0,,11800.0,3.0,2211.0,2538.0,64.3,0.0,0.0,129.0,191.0,0.0,0.0,0.0,0.0,66.0,0.0,43.0,2.0,4.0,7.0,4.0,9.0,5.0,8.0,23.0,7.0,9.0,0.0,0.0,1.0,3.0,82.8,75.0,0.0,0.0,33405.0,19896.0,7100.0,21605.0,0,8.0,0,1,0,0,0,0,0
9875.0,9875.0,36.0,12.29,329.37,c,c1,rent,52000.0,source verified,2015-06-01,Fully Paid,debt_consolidation,28.36,0.0,1994-10-01,715.0,719.0,2.0,999.0,999.0,11.0,0.0,9878.0,41.9,18.0,w,9875.0,0.0,999.0,individual,,,,0.0,0.0,64660.0,,23600.0,6.0,5878.0,5513.0,60.1,0.0,0.0,128.0,248.0,2.0,2.0,0.0,12.0,999.0,1.0,999.0,0.0,3.0,4.0,3.0,3.0,9.0,7.0,9.0,4.0,11.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,85211.0,64660.0,13800.0,61611.0,0,2.0,1,1,1,1,1,0,0
7275.0,7275.0,36.0,12.49,243.35,b,b5,mortgage,56000.0,not verified,2014-09-01,Charged Off,debt_consolidation,38.02,0.0,2001-09-01,680.0,684.0,0.0,999.0,999.0,14.0,0.0,11230.0,86.4,22.0,w,4969.16,0.0,999.0,individual,,,,0.0,0.0,271020.0,,13000.0,6.0,19359.0,453.0,94.9,0.0,0.0,124.0,135.0,9.0,9.0,4.0,9.0,999.0,17.0,999.0,0.0,7.0,9.0,7.0,8.0,7.0,10.0,11.0,9.0,14.0,0.0,0.0,0.0,1.0,100.0,85.7,0.0,0.0,315159.0,40140.0,8800.0,64078.0,1,6.0,1,1,1,1,1,0,0
12000.0,12000.0,36.0,9.99,387.15,b,b3,mortgage,36634.82,verified,2015-07-01,Fully Paid,debt_consolidation,22.31,0.0,2002-06-01,745.0,749.0,0.0,999.0,999.0,5.0,0.0,16714.0,91.8,12.0,w,12000.0,0.0,999.0,individual,,,,0.0,0.0,101885.0,,18200.0,2.0,25471.0,206.0,98.7,0.0,0.0,156.0,127.0,7.0,7.0,3.0,81.0,999.0,18.0,999.0,0.0,1.0,2.0,1.0,2.0,5.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,126796.0,28788.0,16000.0,32258.0,0,-1.0,1,1,1,1,1,1,0
35000.0,35000.0,36.0,7.89,1095.0,a,a5,rent,97378.0,verified,2015-06-01,Fully Paid,credit_card,17.85,0.0,1978-05-01,705.0,709.0,0.0,999.0,999.0,31.0,0.0,42207.0,39.5,44.0,w,35000.0,0.0,999.0,individual,,,,0.0,0.0,42207.0,,106900.0,3.0,1835.0,52323.0,36.5,0.0,0.0,169.0,445.0,17.0,17.0,0.0,17.0,999.0,,999.0,0.0,9.0,16.0,10.0,17.0,2.0,31.0,42.0,16.0,31.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,106900.0,42207.0,82400.0,0.0,0,10.0,1,1,1,1,1,0,0
8650.0,8650.0,36.0,14.27,296.78,c,c2,mortgage,45000.0,source verified,2011-12-01,Fully Paid,credit_card,7.6,0.0,2005-05-01,680.0,684.0,2.0,44.0,999.0,14.0,0.0,6602.0,58.9,23.0,f,8650.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,,,999.0,,999.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,-1.0,,,-1.0,0,4.0,0,1,1,1,1,0,1
5400.0,5400.0,36.0,12.69,181.15,c,c2,rent,131000.0,source verified,2015-06-01,Fully Paid,home_improvement,27.35,1.0,2000-10-01,660.0,664.0,1.0,10.0,52.0,13.0,2.0,3212.0,53.5,25.0,w,5400.0,0.0,45.0,individual,,,,0.0,339.0,34411.0,,6000.0,11.0,2647.0,182.0,87.9,0.0,0.0,114.0,176.0,7.0,1.0,0.0,19.0,50.0,0.0,10.0,4.0,2.0,5.0,2.0,5.0,12.0,8.0,12.0,5.0,13.0,0.0,0.0,0.0,4.0,90.9,100.0,1.0,1.0,64464.0,34411.0,1500.0,58464.0,0,1.0,0,0,0,0,0,0,0
7000.0,7000.0,36.0,10.99,229.14,b,b4,rent,93000.0,not verified,2015-02-01,Fully Paid,medical,6.15,0.0,2003-11-01,675.0,679.0,0.0,38.0,999.0,7.0,0.0,13514.0,80.4,17.0,f,7000.0,0.0,38.0,individual,,,,0.0,0.0,13514.0,,16800.0,1.0,1931.0,2486.0,84.5,0.0,0.0,101.0,135.0,7.0,7.0,4.0,92.0,999.0,7.0,999.0,1.0,6.0,6.0,6.0,8.0,4.0,7.0,9.0,6.0,7.0,0.0,0.0,0.0,1.0,94.1,83.3,0.0,0.0,16800.0,13514.0,16000.0,0.0,0,1.0,0,1,1,1,0,0,0
10425.0,10425.0,36.0,12.99,351.21,c,c1,rent,38000.0,not verified,2014-07-01,Charged Off,debt_consolidation,16.49,1.0,1996-01-01,675.0,679.0,0.0,16.0,999.0,10.0,0.0,4986.0,40.2,27.0,f,2240.51,0.0,52.0,individual,,,,0.0,0.0,12158.0,,12400.0,2.0,1351.0,786.0,76.2,0.0,0.0,151.0,221.0,27.0,15.0,4.0,48.0,999.0,8.0,16.0,2.0,1.0,3.0,3.0,3.0,8.0,9.0,15.0,3.0,10.0,0.0,0.0,0.0,0.0,88.9,33.3,0.0,0.0,22900.0,12158.0,3300.0,10500.0,1,0.0,0,1,1,0,0,0,0
